salesperson_name,client_name,month_year,total_amount
SHIV,MAMUJEE PRODUCTS LTD,23-Jun,617568
SHIV,MOUNT MERU SOYCO LTD,23-Jun,1555038.848
SHIV,RELIABLE PACKERS LIMITED,23-Jun,1226609.172
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Jun,114583.756
SHIV,STARLAND MINERAL WATER,23-Jun,222958.56
SHIV,SUNTORY BEVERANGE & FOOD KENYA,23-Jun,1070540.8
SHIV,SUPERSLEEK LIMITED DR,23-Jun,460592.268
SHIV,T.M.ABDULHUSEIN & SONS,23-Jun,-3563.52
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Jun,6759789.385
SHIV,TOTAL KENYA LIMITED DR,23-Jun,3338497.181
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Jun,87000
SHIV,VIRO LOCKS (K) LTD,23-Jun,36103.84
SHIV,WEETABIX EAST AFRICA LTD,23-Jun,167933.2
SHIV,ZARA ENTERPRISES SRL,23-Jun,1047843.84
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-Jun,6093.596
SHEENA,BRANDED BEVERAGES AND FOODS LI,23-Jun,8611.84
SHEENA,CARTON MANUFACTURERS LIMITED,23-Jun,0
SHEENA,CENTRAL PARK BEES KENYA,23-Jun,5800
SHEENA,CENTRAL PARK BEES LIMITED,23-Jun,6264
SHEENA,CLIQUE LIMITED,23-Jun,50170
SHEENA,DAWA LIMITED,23-Jun,542158.08
SHEENA,DOODLE BOX LIMITED,23-Jun,2552
SHEENA,DORMANS COFFEE LIMITED,23-Jun,8537.6
SHEENA,FINSBURY TRADING LTD,23-Jun,53104.8
SHEENA,FLORENZA LIMITED,23-Jun,1844.4
SHEENA,IZYCUT LABELS,23-Jun,3445.2
SHEENA,JONAS FOOD COMPANY LIMITED,23-Jun,13050
SHEENA,KATHY'S FRESH LTD,23-Jun,153120
SHEENA,KENPOLY MANUFACTURERS LIMITED,23-Jun,855479.5608
SHEENA,KENYA SWEETS LIMITED,23-Jun,22997
SHEENA,KEYMEDIA AGENCY LTD,23-Jun,117621.68
SHEENA,LAKE GAS LTD,23-Jun,37300.96
SHEENA,LAKI LAKI LTD,23-Jun,315762.4284
SHEENA,MALACHITE LIMITED - DR,23-Jun,2303580.038
SHEENA,MEDISEL (KENYA) LIMITED,23-Jun,474166.3
SHEENA,MOGAS TANZANIA LIMITED,23-Jun,2451023.36
SHEENA,NABICO ENTERPRISES LIMITED,23-Jun,44993.848
SHEENA,NESTLE KENYA LIMITED,23-Jun,197287
SHEENA,ONE ACRE FUND,23-Jun,1102
SHEENA,PICKED & PACKED FRESH PRODUCE LIMITED,23-Jun,19488
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Jun,335646
SHEENA,REX INTERNATIONAL LTD,23-Jun,12876
SHEENA,ROSETO LIMITED,23-Jun,-69307.68
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-Jun,91350
SHEENA,ROYAL SNACKS LTD,23-Jun,139217.4
SHEENA,RUPAS,23-Jun,10440
SHEENA,SERENITY SPA LTD,23-Jun,133113.19
SHEENA,SIERRA FLORA LIMITED,23-Jun,-65338.16
SHEENA,SOUTH LEMON LIMITED,23-Jun,4640
SHEENA,SOYS LIMITED,23-Jun,3069.36
SHEENA,TANIA EAST AFRICA LTD DR,23-Jun,48975.2
SHEENA,TOP FOOD LIMITED,23-Jun,586647.6816
SHEENA,TULIVU GARDENS LIMITED,23-Jun,6496
SHEENA,TYPSY GENERAL SUPPLIES,23-Jun,130743.6
SHEENA,VIVA GLOBAL LIMITED,23-Jun,40969.344
SHEENA,WESTLANDS TRADING LIMITED,23-Jun,39328.64
SHEENA,X-CENTRIC LIMITED,23-Jun,9860
SHEENA,ZD INDUSTRIES LIMITED,23-Jun,16704
ROBERT,TERRESTIA FOODS LTD,23-Jun,4640
RACHAEL,BEECARE APIARIES INTERNATIONAL LTD,23-Jun,128865.56
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-Jun,139509.43
RACHAEL,POLMERK INDUSTRIES LIMITED,23-Jun,22620
RACHAEL,RINZ PRODUCTS LIMITED,23-Jun,134884.8
RACHAEL,VODA MANUFACTURES LIMITED,23-Jun,-104400
NAHASHON,CHEKALYN PRIME ENTERPRISES LTD,23-Jun,5743.5312
NAHASHON,MURPHY CHEMICALS EAST AFRICA LIMITED,23-Jun,101372.4
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Jun,176679.368
MOSES,ADVENT LIMITED,23-Jun,584764.48
MOSES,KASESA DISTILLERS AND DISTRIBUTORS LIMITED RWANDA,23-Jun,3376357.082
MOSES,RUGARI AGROPROCESSING COMPANY,23-Jun,153600
MOHAMED,ADAN PAPERS,23-Jun,257520
MOHAMED,DAVID FOSIL,23-Jun,255362.4
MOHAMED,JOSQUINE PACKAGING LIMITED,23-Jun,343360
MOHAMED,MAGGY POUCHES,23-Jun,85840
MOHAMED,PLASITEK LIMITED,23-Jun,489375
MOHAMED,RIBIN PACKAGING,23-Jun,108074.88
MOHAMED,ROBIN PACKAGING,23-Jun,120060
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,23-Jun,315056
MOHAMED,WAKAMASTER ENTERPRISES,23-Jun,99999.54
JUDY,BAHATI AGRO PROCESSORS LTD,23-Jun,858632
JUDY,BEMUTECH TECHNICAL SERVICE LTD,23-Jun,11600
JUDY,BRANDFACET SOLUTIONS LTD,23-Jun,33518.912
JUDY,DEKAM INTERIORS,23-Jun,495552
JUDY,DEMKA DAIRY LTD,23-Jun,2308028.8
JUDY,DIEMOULD MACHINERY PRODUCT LTD,23-Jun,6960
JUDY,EDEN DAIRY LTD,23-Jun,69600
JUDY,FAMPRO DAIRIES LIMITED,23-Jun,114608
JUDY,FARMING SOLUTIONS LIMITED,23-Jun,196828.8
JUDY,GUANGO DAIRY PRODUCTS LTD,23-Jun,69600
JUDY,HAPPY COW LIMITED,23-Jun,187351.6
JUDY,HAPPY VALLEY,23-Jun,40600
JUDY,JONASH GENERAL SUPPLIES,23-Jun,38010.3
JUDY,JOSHLEY KIM CHEMICALS,23-Jun,6960
JUDY,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-Jun,460409.64
JUDY,LELACH DAIRIES LIMITED,23-Jun,22109.6
JUDY,LENACK LIMITED,23-Jun,84912
JUDY,LOITOKITOK DAIRY CO-OPERATIVE,23-Jun,14848
JUDY,MELANGINE DAIRIES LIMITED,23-Jun,207148.16
JUDY,MELPHINA COMPANY LIMITED,23-Jun,72384
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,23-Jun,49955.4
JUDY,MULTIDESIGN SERVICES LIMITED,23-Jun,255200
JUDY,PALM HOUSE DAIRIES,23-Jun,347304
JUDY,PHILIP MOSES,23-Jun,171680
JUDY,RASNA LIMITED,23-Jun,27097.6
JUDY,SHEFA DAIRIES LIMITED,23-Jun,117484.8
JUDY,SLOPES CREAMERIES KENYA LTD,23-Jun,43500
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-Jun,493580
JUDY,TATU MILK LIMITED,23-Jun,147139.968
JUDY,TERRESTIA FOODS LTD,23-Jun,109040
JUDY,TOP COW DAIRIES LTD,23-Jun,114608
JUDY,UPLANDS DAIRIES LIMITED,23-Jun,74425.6
JUDY,UPLANDS PREMIUM DAIRIES & FOOD,23-Jun,153143.2
JUDY,WIMSSY LIMITED,23-Jun,297702.4
GRACE,GRAJAN PACKAGING SOLUTIONS,23-Jun,241100.8
ESTHER,GLOBAL MARK FOODS LTD,23-Jun,55953.528
ESTHER,QWAY LIMITED,23-Jun,138341.6
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,23-Jun,183001.6
ERICK,PETER MWAROGO,23-Jun,19952
CAROL,COLOUR LABEL LTD,23-Jun,-368253.6
CAROL,DEIS FARM LTD,23-Jun,11600
CAROL,IDEAL MANUFACTURING COMPANY LIMITED,23-Jun,-10800.992
CAROL,IZYCUT LABELS,23-Jun,15388.56
CAROL,LELACH DAIRIES LIMITED,23-Jun,11600
CAROL,LEO INVESTMENTS LTD/CONCORD,23-Jun,45800
CAROL,SHIZUKA TRADERS LIMITED,23-Jun,271904
YEMANE,ABUBEKER HUSSIEN WORAKI/LIFE CARE PHARMACEUTICALS,23-Jul,-132000
YEMANE,CANAAN WATER COMPANY LTD,23-Jul,2753210.912
YEMANE,ELIM WATER COMPANY,23-Jul,1788573.43
YEMANE,ELITE WATER FACTORY,23-Jul,79242
YEMANE,RAINBOW BUSINESS SOLUTIONS,23-Jul,1963946.162
YEMANE,UNIQUE HEALING APPROACH LTD,23-Jul,57408.4
TONY,AQUAMIST LIMITED,23-Jul,1293433.234
TONY,BIDCO AFRICA LIMITED DR,23-Jul,727679.6
TONY,BLOWPLAST LIMITED,23-Jul,699118.66
TONY,BOBMIL INDUSTRIES LTD DR,23-Jul,117579.92
TONY,CANON CHEMICALS LTD,23-Jul,196388
TONY,EDIBLE OIL PRODUCTS LIMITED,23-Jul,2199107.12
TONY,GENERAL PLASTICS LIMITED,23-Jul,388136
TONY,GLAXOSMITHKLINE LIMITED,23-Jul,978982.2262
TONY,ISINYA FEEDS LTD,23-Jul,70528
TONY,KEVIAN KENYA LIMITED,23-Jul,1463017.996
TONY,MENENGAI OIL REFINERIES LIMITED,23-Jul,143086
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-Jul,1729452.816
TONY,TECHPAK INDUSTRIES LIMITED,23-Jul,3654639.566
TONY,Ultravetis E.a. Limited,23-Jul,-33060
TONY,VICTORIA JUICE CO LIMITED,23-Jul,425235.468
SUZY,CAPWELL INDUSTRIES LIMITED,23-Jul,136508.8
SUZY,CHANDARIA INDUSTRIES LTD,23-Jul,237948.77
SUZY,CLOROX SUB-SAHARA AFRICA LTD,23-Jul,14500
SUZY,GIBSONS COFFEEE,23-Jul,61060.08
SUZY,GOLDEN AFRICA KENYA LIMITED,23-Jul,533785.6
SUZY,HK EMPIRES LIMITED,23-Jul,5220
SUZY,KAPA OIL REFINERIES LIMITED,23-Jul,-3441.256
SUZY,OLA ENERGY KENYA LTD,23-Jul,3612648.088
SHIV,ASSOCIATED BEVERAGES LTD,23-Jul,55680
SHIV,BRUSH MANUFACTURERS LIMITED DR,23-Jul,8317.2
SHIV,BUYLINE INDUSTRIES LIMITED,23-Jul,42591.72
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-Jul,1729893.522
SHIV,CONINX INDUSTRIES LIMITED,23-Jul,16704
SHIV,ELPIS INDUSTRIES LTD,23-Jul,185136
SHIV,GALAXY FOODS AND BEVERAGES,23-Jul,2492390.4
SHIV,GENERAL INDUSTRIES LTD,23-Jul,-20733.84
SHIV,Gonas Best Limited,23-Jul,476064
SHIV,GREEN FOOD LTD,23-Jul,1829419.82
SHIV,INSIGNIA LIMITED KSH,23-Jul,336545
SHIV,KENYA TEA PACKERS LIMITED,23-Jul,366052.5
SHIV,MAMUJEE PRODUCTS LTD,23-Jul,3069582.18
SHIV,MAVUNO HUB FOODS LIMITED,23-Jul,24360
SHIV,MOUNT MERU SOYCO LTD,23-Jul,133882.45
SHIV,PLANET IMPORTER EAST AFRICA LIMITED,23-Jul,6809.2
SHIV,PORTA CONSULTANCY LTD,23-Jul,5800
SHIV,RELIABLE PACKERS LIMITED,23-Jul,1514491.203
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Jul,86350.4
SHIV,SPALLIC TRADE LABELS,23-Jul,8120
SHIV,STARLAND MINERAL WATER,23-Jul,77939.61
SHIV,SUPERSLEEK LIMITED DR,23-Jul,839794.528
SHIV,T.M.ABDULHUSEIN & SONS,23-Jul,540875.52
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Jul,9590089.246
SHIV,TOTAL KENYA LIMITED DR,23-Jul,3771687.596
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Jul,298781.2
SHIV,UNIFILTERS KENYA LIMITED,23-Jul,9744
SHIV,ZARA ENTERPRISES SRL,23-Jul,784552
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-Jul,19324.44
SHEENA,BRANDED BEVERAGES AND FOODS LI,23-Jul,7163
SHEENA,CARTON MANUFACTURERS LIMITED,23-Jul,40025.8
SHEENA,CENTRAL PARK BEES KENYA,23-Jul,9959.76
SHEENA,CENTRAL PARK BEES LIMITED,23-Jul,3654
SHEENA,CLIQUE LIMITED,23-Jul,13630
SHEENA,DAWA LIMITED,23-Jul,-60714.08
SHEENA,DORMANS COFFEE LIMITED,23-Jul,29454.72
SHEENA,EAT N GO LIMITED,23-Jul,35781.824
SHEENA,ECOZYM LIMITED,23-Jul,71467.368
SHEENA,FINSBURY TRADING LTD,23-Jul,72941.96
SHEENA,FLORENZA LIMITED,23-Jul,22076.192
SHEENA,GENERICS AFRICA LIMITED,23-Jul,17400
SHEENA,KATHY'S FRESH LTD,23-Jul,4408
SHEENA,KENPOLY MANUFACTURERS LIMITED,23-Jul,589768.824
SHEENA,KENYA SWEETS LIMITED,23-Jul,11919
SHEENA,KEYMEDIA AGENCY LTD,23-Jul,305977.52
SHEENA,LAKI LAKI LTD,23-Jul,381403.882
SHEENA,MALACHITE LIMITED - DR,23-Jul,1584951.384
SHEENA,MEDISEL (KENYA) LIMITED,23-Jul,51162
SHEENA,MOGAS KENYA LIMITED,23-Jul,26100
SHEENA,NABICO ENTERPRISES LIMITED,23-Jul,32742.624
SHEENA,NAIBERI RIVER CAMPSITE & RESORT LTD(CINEMA),23-Jul,41760
SHEENA,NESTLE KENYA LIMITED,23-Jul,173396.8
SHEENA,PICKED & PACKED FRESH PRODUCE LIMITED,23-Jul,90433.6
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Jul,91176
SHEENA,QIAS PRODUCE,23-Jul,4072.992
SHEENA,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-Jul,72210
SHEENA,READY BELLY LIMITED,23-Jul,771.168
SHEENA,ROSETO LIMITED,23-Jul,24076.96
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-Jul,53452.8
SHEENA,SERENITY SPA LTD,23-Jul,11269.4
SHEENA,SIERRA FLORA LIMITED,23-Jul,20601.6
SHEENA,SOUTH LEMON LIMITED,23-Jul,206886
SHEENA,SOYS LIMITED,23-Jul,10856.44
SHEENA,TANIA EAST AFRICA LTD DR,23-Jul,24930
SHEENA,TOP FOOD LIMITED,23-Jul,388351.18
SHEENA,TULIVU GARDENS LIMITED,23-Jul,6264
SHEENA,TYPSY GENERAL SUPPLIES,23-Jul,769845.6
SHEENA,VIVA GLOBAL LIMITED,23-Jul,174058
SHEENA,WESTLANDS TRADING LIMITED,23-Jul,5220
SHEENA,X-CENTRIC LIMITED,23-Jul,9280
SHEENA,ZD INDUSTRIES LIMITED,23-Jul,50854.4
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-Jul,136972.8
RACHAEL,RINZ PRODUCTS LIMITED,23-Jul,234211.424
RACHAEL,ROBBINS EAST AFRICA LTD,23-Jul,2088
PETER KATU,LOKI VENTURES LIMITED,23-Jul,59160
PETER KATU,NORTHVIEW SUPERMARKET,23-Jul,17632
NAHASHON,CHEKALYN PRIME ENTERPRISES LTD,23-Jul,8421.6
NAHASHON,MURPHY CHEMICALS EAST AFRICA LIMITED,23-Jul,40020
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Jul,151867.2
MOSES,ADVENT LIMITED,23-Jul,-70000
MOSES,ISHYO FOODS LIMITED,23-Jul,149796.042
MOSES,KASESA DISTILLERS AND DISTRIBUTORS LIMITED RWANDA,23-Jul,1959046.998
MOSES,RUGARI AGROPROCESSING COMPANY,23-Jul,17562.5
MOHAMED,ADAN PAPERS,23-Jul,171680
MOHAMED,ALESHA BRANDS LIMITED,23-Jul,187572
MOHAMED,DAVID FOSIL,23-Jul,180686.24
MOHAMED,DIVINE INDUSTRIES LIMITED,23-Jul,370399.6
MOHAMED,JOSQUINE PACKAGING LIMITED,23-Jul,343360
MOHAMED,MAGGY POUCHES,23-Jul,85840
MOHAMED,PLASITEK LIMITED,23-Jul,92568
MOHAMED,SANJAC PACKAGING LIMITED DR,23-Jul,32016
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,23-Jul,634102.4
MOHAMED,WAKAMASTER ENTERPRISES,23-Jul,149999.31
JUDY,BAHATI AGRO PROCESSORS LTD,23-Jul,670294.4
JUDY,DALLAS FINEST,23-Jul,12760
JUDY,DANIEL WAWERU,23-Jul,4640
JUDY,DEMKA DAIRY LTD,23-Jul,1405247.2
JUDY,DIEMOULD MACHINERY PRODUCT LTD,23-Jul,42595.2
JUDY,EDEN DAIRY LTD,23-Jul,60598.4
JUDY,FAMPRO DAIRIES LIMITED,23-Jul,189590.4
JUDY,FARMING SOLUTIONS LIMITED,23-Jul,407160
JUDY,GITHUNGURI DIARY FARM CS LTD.,23-Jul,101633.4
JUDY,GUANGO DAIRY PRODUCTS LTD,23-Jul,46400
JUDY,GULF VENTURES DAIRY PRODUCTS,23-Jul,2320
JUDY,HAPPY COW LIMITED,23-Jul,386767.2
JUDY,JONASH GENERAL SUPPLIES,23-Jul,522
JUDY,KIAMBAA DAIRY FARMERS CO-OPERATIVE SOCIETY LTD,23-Jul,392161.2
JUDY,LOITOKITOK DAIRY CO-OPERATIVE,23-Jul,8908.8
JUDY,MELANGINE DAIRIES LIMITED,23-Jul,214687
JUDY,MELPHINA COMPANY LIMITED,23-Jul,102381.6
JUDY,MTINDI DAIRIES LTD,23-Jul,3549.6
JUDY,MUKURWE-INI WAKULIMA DAIRY LTD,23-Jul,60943.848
JUDY,PHILIP MOSES,23-Jul,206016
JUDY,SHEFA DAIRIES LIMITED,23-Jul,59039.36
JUDY,SIVAT AGRIBUSINESS LIMITED,23-Jul,46864
JUDY,SNAVE K TRANSPORTERS & SUPPLIES,23-Jul,421683.2
JUDY,STEVEN OMETE,23-Jul,4640
JUDY,SUKA FARMERS COOP SOCIETY,23-Jul,35283.72
JUDY,TATU MILK LIMITED,23-Jul,176780.52
JUDY,TOP COW DAIRIES LTD,23-Jul,135116.8
JUDY,UPLANDS DAIRIES LIMITED,23-Jul,9354.24
JUDY,VINES COMMODITY TRADERS,23-Jul,91440
JUDY,WAZO JEMA BAMBA,23-Jul,5289.6
JUDY,WIMSSY LIMITED,23-Jul,309237.44
JUDY,ZIARA DAIRIES LTD,23-Jul,102228.48
GRACE,GRACE TAYEBWA - DR,23-Jul,305880.864
GRACE,GRAJAN PACKAGING SOLUTIONS,23-Jul,243795.6
GRACE,MUBARAK,23-Jul,92386
FAITH,PALM COAST BEAUTY PRODUCTS,23-Jul,137520.32
ESTHER,GLOBAL MARK FOODS LTD,23-Jul,201608
ESTHER,QWAY LIMITED,23-Jul,44451.2
ESTHER,ZAADA PURIFIED DRNKING WATER LIMITED,23-Jul,82870.4
ERICK,CHAIIWALI CAFE,23-Jul,7540
CAROL,CO PROMOTION LIMITED,23-Jul,4036.8
CAROL,IZYCUT LABELS,23-Jul,18833.76
CAROL,KENTASTE PRODUCTS,23-Jul,23548
CAROL,LELACH DAIRIES LIMITED,23-Jul,40669.6
CAROL,LOKI VENTURES LIMITED,23-Jul,59160
CAROL,ROLEK GLOBAL LIMITED,23-Jul,17400
CAROL,SHIZUKA TRADERS LIMITED,23-Jul,211584
CAROL,VIVO ENERGY KENYA LIMITED,23-Jul,20224.02
YEMANE,CANAAN WATER COMPANY LTD,23-Aug,1700243.827
YEMANE,ELITE WATER FACTORY,23-Aug,48332
YEMANE,INKS EXPERTS LTD,23-Aug,24650
YEMANE,MUSE-AF CO.LTD,23-Aug,43297.362
TONY,AQUAMIST LIMITED,23-Aug,912017.752
TONY,BIDCO AFRICA LIMITED DR,23-Aug,921220.728
TONY,BLOWPLAST LIMITED,23-Aug,432580.008
TONY,BOBMIL INDUSTRIES LTD DR,23-Aug,264377.92
TONY,CANON CHEMICALS LTD,23-Aug,128435.2
TONY,CNDY CREATIONS K LIMITED,23-Aug,56700.8
TONY,EDIBLE OIL PRODUCTS LIMITED,23-Aug,1435667.388
TONY,GENERAL PLASTICS LIMITED,23-Aug,-246036
TONY,GOLDEN AFRICA KENYA LIMITED,23-Aug,579591.1
TONY,ISINYA FEEDS LTD,23-Aug,167663.5
TONY,KEVIAN KENYA LIMITED,23-Aug,1496650.073
TONY,MENENGAI OIL REFINERIES LIMITED,23-Aug,277188.96
TONY,MVITA OIL,23-Aug,2296173.6
TONY,PLUS EX PRODUCTS,23-Aug,11600
TONY,PZ CUSSONS EAST AFRICA LIMITED,23-Aug,1321323.288
TONY,TECHPAK INDUSTRIES LIMITED,23-Aug,1145877.302
TONY,Ultravetis E.a. Limited,23-Aug,84970
SUZY,CHANDARIA INDUSTRIES LTD,23-Aug,68846
SUZY,CITIQUEST,23-Aug,5568
SUZY,DEVANI LIMITED,23-Aug,-53401.76
SUZY,HK EMPIRES LIMITED,23-Aug,7748.8
SUZY,JOMUS SPICES LIMITED,23-Aug,63753.6
SUZY,METAL CROWN,23-Aug,105768.8
SUZY,OLA ENERGY KENYA LTD,23-Aug,270608.3855
SUZY,VIPINGO INDUSTRIES,23-Aug,279337.28
SHIV,AMITECH AUTO MOBILE LIMITED,23-Aug,4060
SHIV,BUYLINE INDUSTRIES LIMITED,23-Aug,27840
SHIV,CHEMI & COTEX INDUSTRIES LTD,23-Aug,3700648.084
SHIV,DARSH INDUSTRIES LTD,23-Aug,2006173.16
SHIV,GENERAL INDUSTRIES LTD,23-Aug,62640
SHIV,Gonas Best Limited,23-Aug,235712
SHIV,GREEN FOOD LTD,23-Aug,39015.92
SHIV,JUSTUS MWANGI,23-Aug,43996.48
SHIV,KENYA TEA PACKERS LIMITED,23-Aug,162968.4
SHIV,MAMUJEE PRODUCTS LTD,23-Aug,1088488.22
SHIV,MOHAMMED YARROW,23-Aug,336942
SHIV,MOUNT MERU SOYCO LTD,23-Aug,243556.5682
SHIV,RELIABLE PACKERS LIMITED,23-Aug,1808482.245
SHIV,RELIANCE HOTELS LTD,23-Aug,30087.5
SHIV,S. C. JOHNSON & SON KENYA LIMITED,23-Aug,70760
SHIV,SPALLIC TRADE LABELS,23-Aug,19952
SHIV,SUNTORY BEVERANGE & FOOD KENYA,23-Aug,733639.68
SHIV,SUPERSLEEK LIMITED DR,23-Aug,275648.48
SHIV,T.M.ABDULHUSEIN & SONS,23-Aug,92707.2
SHIV,TAIFA IMPORTS LIMITED-DR,23-Aug,15683.2
SHIV,TANGA PHARMACEUTICAL & PLASTIC,23-Aug,7350707.572
SHIV,TOTAL KENYA LIMITED DR,23-Aug,4683916.591
SHIV,TRI-CLOVER INDUSTRIES LIMITED,23-Aug,25659.2
SHIV,UNIFILTERS KENYA LIMITED,23-Aug,6496
SHIV,VIRO LOCKS (K) LTD,23-Aug,6960
SHIV,ZEIZU COMPANY LIMITED,23-Aug,96645.4
SHEENA,AFRICA FUTURE VENTURES LIMITED,23-Aug,26108.7
SHEENA,CENTRAL PARK BEES KENYA,23-Aug,13920
SHEENA,CLIQUE LIMITED,23-Aug,95700
SHEENA,DAWA LIMITED,23-Aug,464000
SHEENA,DECATHLON SPORTS KENYA LIMITED,23-Aug,7516.8
SHEENA,ECOZYM LIMITED,23-Aug,31441.8
SHEENA,FINSBURY TRADING LTD,23-Aug,176789.8
SHEENA,FLORENZA LIMITED,23-Aug,21984.8304
SHEENA,ITALIAN GELATI & FOOD PRODUCTS LTD,23-Aug,255223.2
SHEENA,JANI COSMETICS KENYA LTD,23-Aug,46690
SHEENA,KATHY'S FRESH LTD,23-Aug,87812
SHEENA,KAWSAR AUTO SPARES LTD,23-Aug,4350
SHEENA,KENPOLY MANUFACTURERS LIMITED,23-Aug,1200168.097
SHEENA,KEYMEDIA AGENCY LTD,23-Aug,83390.892
SHEENA,LAKI LAKI LTD,23-Aug,242864.444
SHEENA,MALACHITE LIMITED - DR,23-Aug,2098313.386
SHEENA,MART NETWORKS KENYA LIMITED,23-Aug,117.624
SHEENA,MEDISEL (KENYA) LIMITED,23-Aug,67725
SHEENA,MOGAS TANZANIA LIMITED,23-Aug,1510099
SHEENA,NABICO ENTERPRISES LIMITED,23-Aug,138756.88
SHEENA,NESTLE KENYA LIMITED,23-Aug,285177.88
SHEENA,PICKED & PACKED FRESH PRODUCE LIMITED,23-Aug,136102.8
SHEENA,PRADIP ENTERPRISES (EA) LTD,23-Aug,2088
SHEENA,RAINFOREST FARMLANDS KENYA PUBLIC LIMITED COMPANY,23-Aug,28582.4
SHEENA,ROSETO LIMITED,23-Aug,-11298.4
SHEENA,ROSHNI DISTRIBUTORS LIMITED,23-Aug,129177.6
SHEENA,ROYAL SNACKS LTD,23-Aug,1044
SHEENA,SIERRA FLORA LIMITED,23-Aug,30218
SHEENA,SOUTH LEMON LIMITED,23-Aug,144959.4
SHEENA,SOYS LIMITED,23-Aug,24495.372
SHEENA,THE CHOCOLATE BAR LIMITED,23-Aug,36569
SHEENA,TOP FOOD LIMITED,23-Aug,180621.628
SHEENA,TULIVU GARDENS LIMITED,23-Aug,9396
SHEENA,TYPSY GENERAL SUPPLIES,23-Aug,199810
SHEENA,VIVA GLOBAL LIMITED,23-Aug,37015.136
SHEENA,WARIDI PACKAGING ENTERPRISES,23-Aug,54322.8
SHEENA,WESTLANDS TRADING LIMITED,23-Aug,8978.4
SHEENA,X-CENTRIC LIMITED,23-Aug,6380
SHEENA,YEMKEN TRADING COMPANY LIMITED,23-Aug,178176
SHEENA,ZD INDUSTRIES LIMITED,23-Aug,22884.48
RACHAEL,BEECARE APIARIES INTERNATIONAL LTD,23-Aug,50112
RACHAEL,DHL EXEL SUPPLY CHAIN KENYA LTD,23-Aug,178717.72
RACHAEL,HASANAT VENTURES LTD,23-Aug,13920
RACHAEL,LUFION MANUFACTURERS,23-Aug,33176
RACHAEL,RINZ PRODUCTS LIMITED,23-Aug,46519.712
RACHAEL,ROBBINS EAST AFRICA LTD,23-Aug,2088
RACHAEL,TAYEB DISTRIBUTION LIMITED,23-Aug,406
RACHAEL,ZAIM LIMITED,23-Aug,50112
PETER KATU,FORFOODS KENYA LTD,23-Aug,4640
PETER KATU,LOKI VENTURES LIMITED,23-Aug,180496
PETER KATU,ORTEGIA COMMODITIES LTD,23-Aug,5800
PETER KATU,PRIMETECH INDUSTRIES E.A. LTD,23-Aug,928
NAHASHON,BLUE RING PRODUCTS LTD,23-Aug,108460
NAHASHON,CHEKALYN PRIME ENTERPRISES LTD,23-Aug,8278.4328
NAHASHON,MEDITEC EA FAIRLIFE LIMITED,23-Aug,84546.6
NAHASHON,SAVANNAH BRANDS COMPANY LIMITED,23-Aug,3480
MOSES,ADVENT LIMITED,23-Aug,806019.122
MOSES,ISHYO FOODS LIMITED,23-Aug,120700
MOSES,NICE COMPANY BURUNDI,23-Aug,315864.8
MOSES,RUGARI AGROPROCESSING COMPANY,23-Aug,892042.58
MOHAMED,ADAN PAPERS,23-Aug,274688
MOHAMED,ALESHA BRANDS LIMITED,23-Aug,299976
MOHAMED,DAVID FOSIL,23-Aug,277372.24
MOHAMED,DIVINE INDUSTRIES LIMITED,23-Aug,351514.8
MOHAMED,JOSQUINE PACKAGING LIMITED,23-Aug,145000
MOHAMED,MAGGY POUCHES,23-Aug,85840
MOHAMED,PLASITEK LIMITED,23-Aug,295800
MOHAMED,ULTRA CHEMICAL INDUSTRIES LTD,23-Aug,458812.48
MOHAMED,WAKAMASTER ENTERPRISES,23-Aug,229497.3
JUDY,AMIYO FARMS,23-Aug,20987.88
JUDY,BAHATI AGRO PROCESSORS LTD,23-Aug,125280
JUDY,DALLAS FINEST,23-Aug,8120
JUDY,DEMKA DAIRY LTD,23-Aug,1181622.4
JUDY,DIEMOULD MACHINERY PRODUCT LTD,23-Aug,10648.8
